Rep,ADANIENT.NS,ADANIPORTS.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HDFCBANK.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,RELIANCE.NS,SBIN.NS,TATASTEEL.NS,TCS.NS
G1,0.0,0.0,0.0,0.12497396675061195,0.19356275968408831,0.0,0.0,0.0,0.2854460593394685,0.0,0.18589019760361844,0.0,0.0,0.21012701662221284,0.0,0.0,0.0,0.0
G2,0.0,0.0,0.0,0.1813686947506769,0.1753864901101917,0.0,0.0,0.0,0.2998602333777948,0.0,0.1882862447516328,0.0,0.0,0.1550983370097038,0.0,0.0,0.0,0.0
G3,0.0,0.0,0.0,0.18041923838036786,0.17384966376150274,0.0,0.0,0.0,0.28771578393858854,0.0,0.16494809355292062,0.0,0.0,0.1930672203666203,0.0,0.0,0.0,0.0
G4,0.0,0.0,0.0,0.1816500079332955,0.17499991455580408,0.0,0.0,0.0,0.2829078260511398,0.0,0.16598924392221703,0.0,0.0,0.19445300753754355,0.0,0.0,0.0,0.0
G5,0.26328341648345766,0.0,0.12943484417309706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23924116464649764,0.20488529421023022,0.0,0.1631552804867174,0.0
G6,0.0,0.0,0.0,0.0,0.0,0.14446128714603507,0.0,0.0,0.29666347945459176,0.26654389408170265,0.0,0.0,0.0,0.0,0.18584967919015477,0.0,0.0,0.10648166012751578
G7,0.0,0.0,0.0,0.0,0.0,0.14568254021484892,0.0,0.0,0.29920208260486825,0.2776198765614052,0.0,0.0,0.0,0.16802730089827506,0.0,0.0,0.0,0.10946819972060254
G8,0.0,0.0,0.0,0.0,0.0,0.0,0.200066268507417,0.0,0.28498819075655774,0.0,0.0,0.22040952183659215,0.0,0.11548783582968736,0.0,0.0,0.0,0.17904818306974568
G9,0.21740881842887372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605655411065912,0.0,0.0,0.0,0.14490749348684123,0.0,0.0,0.16611108344730444,0.21100706353038945
G10,0.21520144145036937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2680497048795198,0.0,0.0,0.0,0.17434209843060242,0.0,0.0,0.21208742301470337,0.13031933222480505
G11,0.23028823651565994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734963234158799,0.0,0.0,0.0,0.1579610213650643,0.0,0.0,0.1446795359844159,0.19357488271897996
G12,0.18917625413872038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25470511564684123,0.0,0.0,0.0,0.18879309158387753,0.0,0.0,0.16762611075880957,0.19969942787175127
G13,0.0,0.0,0.0,0.0,0.0,0.16004425055812785,0.0,0.0,0.1385862808653317,0.0,0.0,0.0,0.0,0.0,0.2603380563561724,0.0,0.16911179632725398,0.27191961589311414
G14,0.25257144261090503,0.0,0.0,0.14782471972789138,0.0,0.2490246796657561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12433730712456786,0.22624185087087967,0.0,0.0
G15,0.13919217324125502,0.0,0.0,0.16183096753439152,0.0,0.29679247994576335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12050467389944128,0.28167970537914877,0.0,0.0
G16,0.22170471555397384,0.0,0.0,0.13309968685669635,0.0,0.17395431501660644,0.0,0.0,0.17124128257272336,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
