Rep,Center position,cp,mp,run,Total solutions,b1,b2,b3,k,Mean,Risk,Skewness,Semikurtosis
R1,,0.6,0.2,1,,-0.12562965191069592,0.011986497745307082,0.09434508739353366,0.9383348762998682,-7.835329977812396e-05,0.21654769008867097,-8.111575644434295e-05,2.073088652854017e-05
R2,,0.6,0.2,1,,-0.12562965190626146,0.011986497764716837,0.09434508738634768,0.9383348761074414,-7.835328522040434e-05,0.21654769008024438,-8.111575648952053e-05,2.0730886528507874e-05
R3,,0.6,0.2,1,,-0.13397011266706263,0.007509521201441814,0.13629094509969547,0.4141893544875875,0.0323230532261356,0.27011578308696194,1.5666746479970524e-05,2.5883029410383047e-05
R4,,0.6,0.2,1,,-0.12321638109404395,0.012466927624709467,0.09855847131148102,0.8177941386024962,0.0056263645594282164,0.21945607976815412,-6.803946014398924e-05,1.9647650511569338e-05
R5,,0.6,0.2,1,,-0.2864989115963145,0.02064056364564739,0.23977400932183957,0.33768864808955523,0.06378062156257448,0.5262124477990837,-0.00016537046439057235,0.0003267630433399436
R6,,0.6,0.2,1,,-0.3535216723731451,0.023071267044000122,0.29013877823076517,0.3219240566013444,0.07823070820626674,0.643609535656507,-0.0002757351088330557,0.0007003219405106607
R7,,0.6,0.2,1,,-0.18157712073883375,0.01912789120802478,0.17213520808900368,0.40572101728266324,0.04458709484095219,0.3535608706493296,-4.8500127968686754e-05,7.710140365062973e-05
R8,,0.6,0.2,1,,-0.13403873945849631,0.007456708265492207,0.1361922680132817,0.4133587823350103,0.03230785528090152,0.27008760145099275,1.5633857802983756e-05,2.584163560545621e-05
R9,,0.6,0.2,1,,-0.2691231507658495,0.015009108957618165,0.2262758374744132,0.34421420707362993,0.05721382879875726,0.49533168690098045,-0.00010057903757142836,0.00026042209044339866
R10,,0.6,0.2,1,,-0.2748431777064022,0.020873795906993606,0.23598675250499151,0.3546524079223025,0.061561805317313784,0.510744624250891,-0.00014927864715978228,0.0003024535105799431
R11,,0.6,0.2,1,,-0.12170371229072992,0.01063593949578757,0.11489500961623292,0.42797409412994075,0.027310306252648832,0.23645476882305128,-1.2093527651879815e-05,1.5954793592366264e-05
R12,,0.6,0.2,1,,-0.12487398648205272,0.009176927280061729,0.10434292199573586,0.4171521090997648,0.023023843592379245,0.22910466718450462,-2.3228750320936623e-05,1.408931494836678e-05
R13,,0.6,0.2,1,,-0.1809433819011499,0.01806024559258023,0.1684684766665067,0.39062986312519454,0.04418922255173929,0.34929548419194467,-4.5328283301650026e-05,7.138884049276088e-05
R14,,0.6,0.2,1,,-0.1428548107911534,0.010230517352130984,0.13948275352980835,0.4038227680270406,0.03424811300535576,0.2822134040333344,1.6190566425887137e-07,3.0676053680613044e-05
R15,,0.6,0.2,1,,-0.2725196941653381,0.01806465210004186,0.23262470191485152,0.3442464969391534,0.06066376126951982,0.5050759979440075,-0.00011481475139516277,0.00028164298605572494
R16,,0.6,0.2,1,,-0.20021568374521853,0.017713910767301,0.19248550473894946,0.37030362725818233,0.052038958430271745,0.39260705906887233,-1.8832758113278445e-05,0.00010850635082512899
R17,,0.6,0.2,1,,-0.2017104917253102,0.018432108454875633,0.19453015303289042,0.37156128451046455,0.05280956513310539,0.39614354375673794,-2.1489629163657192e-05,0.00011278864249802972
R18,,0.6,0.2,1,,-0.34672331329542183,0.019862230298572564,0.28343122181051467,0.31132030670048016,0.07684429138795065,0.6301161407715263,-0.00020503223936222049,0.0006241197572439373
R19,,0.6,0.2,1,,-0.18870613032797987,0.02713978904217753,0.17929620550723852,0.4417473598869335,0.04684055389926769,0.3677483334971501,-0.00011091177203946912,9.811069272840588e-05
R20,,0.6,0.2,1,,-0.12150199115751997,0.010362315508779115,0.10253134570946755,0.4458134272201809,0.021906734411415635,0.22387095590784983,-2.645222024311623e-05,1.3602033597592496e-05
R21,,0.6,0.2,1,,-0.27001323880225486,0.014724952208539019,0.22895345222020586,0.3419468264299326,0.05826735527939113,0.49890172755118195,-8.706549982857287e-05,0.0002663749645635602
R22,,0.6,0.2,1,,-0.27142511719254964,0.017624656456058024,0.23112033150004488,0.3450008444545095,0.05991952173994387,0.5024762746665972,-0.00011352689556469998,0.0002764051729205217
R23,,0.6,0.2,1,,-0.28312082474091826,0.02072377963877801,0.2356226044241106,0.3406243540220354,0.06227231348466791,0.5186801271918174,-0.00017292962699700097,0.00031098556350344275
R24,,0.6,0.2,1,,-0.12321638591199076,0.012466956229254603,0.09855843689461953,0.8177944439342378,0.005626358065045045,0.21945604895281576,-6.803960009519506e-05,1.9647654382802625e-05
R25,,0.6,0.2,1,,-0.2639717720254956,0.021091885705362055,0.22018338536246967,0.3428817128098599,0.05882729585643376,0.48409354023681683,-0.00015555488180483905,0.00023755011266803633
R26,,0.6,0.2,1,,-0.2637926359185553,0.02096413518655797,0.22013913033989732,0.3429669380356451,0.05875837807052063,0.48387000888656445,-0.00015396254111937538,0.00023714444520148343
R27,,0.6,0.2,2,,-0.1267391364924634,0.010917531250411543,0.09426698590609205,1.0338501272410927,-0.0035788438797126933,0.21643752157266052,-8.407705298297664e-05,2.155241569250808e-05
R28,,0.6,0.2,2,,-0.12323897122330764,0.010832087614716223,0.09649060450367998,0.4532462630448635,0.01939612494312083,0.21956344136928932,-3.567486798283003e-05,1.3066128682831348e-05
R29,,0.6,0.2,2,,-0.12233373962504157,0.008871402385983648,0.09911390663187418,0.8802837081923646,0.002155595460825525,0.2183586809973006,-5.819609484406798e-05,1.908123052685649e-05
R30,,0.6,0.2,2,,-0.27182917386889077,0.01970542646280649,0.2318957769595409,0.3512746682823468,0.06032693482421839,0.5036464537185367,-0.00013854577731361198,0.0002836155632854389
