Rep,Center position,cp,mp,run,Total solutions,b1,b2,b3,k,Mean,Risk,Skewness,Semikurtosis
R1,129,0.6,0.2,7,1572,-0.021574472455299837,0.011406933762375168,0.12056776285957657,0.961401033310206,0.031151103813308212,0.13726407187771028,4.8788937148382626e-05,1.1893422664213468e-06
R2,915,0.7,0.4,4,1572,-0.021171265884992813,0.011251958896833102,0.12013802834938761,0.9627615925517861,0.031037916147239705,0.13642339186782554,4.8375775014750696e-05,1.1529725837559354e-06
R3,786,0.7,0.3,7,1572,-0.011676436928882946,0.02173840916155404,0.10251925314328358,0.9349656661553339,0.03453943995341754,0.11087006876181393,1.9755499686986022e-05,5.902077395963867e-07
R4,1440,0.8,0.4,3,1572,-0.021173279435992884,0.011719494481578892,0.1200430079153386,0.831535381139025,0.03382444778232695,0.13813172531836085,4.9687375202409954e-05,1.3052361407387525e-06
R5,913,0.7,0.4,4,1572,-0.012579316189701865,0.012918139011832561,0.1051864498168762,1.4837408756588075,0.023876748831145638,0.1060887408639305,2.322816190796776e-05,3.507426633964586e-07
R6,1441,0.8,0.4,3,1572,-0.019907213637756098,0.011604045084834362,0.11754759394877076,0.8447552047594076,0.03310398416749798,0.1342772622320087,4.6291340113227215e-05,1.1494222419421887e-06
R7,560,0.7,0.2,1,1572,-0.020967430094556642,0.012162447398168845,0.11905811799349936,0.7820515583223572,0.03488524626919512,0.13755617242246587,4.8351219862071635e-05,1.3298883901471654e-06
R8,669,0.7,0.2,9,1572,-0.022293901945144547,0.012187507148307786,0.12088835042495044,0.8260904088873229,0.03415139282155301,0.14015382640602672,5.031608687938086e-05,1.4063069905615436e-06
R9,1225,0.8,0.2,10,1572,-0.020497688444253828,0.011302341022075972,0.11738468406428408,1.2073690269021593,0.026634614779894206,0.12926527509040786,4.0457996989659615e-05,8.571108386663874e-07
R10,823,0.7,0.3,9,1572,-0.019859843684957634,0.011885133159165825,0.11948463733414685,1.2089240577345008,0.027553901334675373,0.1305775682167501,4.215954396444243e-05,8.841693970122657e-07
R11,782,0.7,0.3,7,1572,-0.02263916016517532,0.011965344910619662,0.1209348388166289,0.6708317774879521,0.03762792010590775,0.14216048812894702,5.2125196371473695e-05,1.6447627073195917e-06
R12,1562,0.8,0.4,10,1572,-0.024052976620431692,0.012164519266933623,0.1231003662692755,0.6815879303099434,0.03781005268949046,0.1456197429501402,5.4944491308487215e-05,1.8049369382013764e-06
R13,636,0.7,0.2,5,1572,-0.036555728616580005,0.020055920388737797,0.14196947025508477,0.914713428238051,0.03836939573502455,0.1738263153561684,6.705111121825347e-05,3.8035513111602904e-06
R14,1572,0.8,0.4,10,1572,-0.031908129589356134,0.023164782424518377,0.12071327393815036,0.7462465408775627,0.03932817061335195,0.15071612875224802,3.3642369945879134e-05,2.4065903189925267e-06
R15,328,0.6,0.3,9,1572,-0.02101302955024342,0.01139387196182903,0.11863896851996289,1.0296251394650997,0.029593818009157953,0.13383882180349246,4.5092613773619536e-05,1.0453907619608327e-06
R16,1410,0.8,0.4,2,1572,-0.02077310370224463,0.013455679218557655,0.11671567702727303,0.8316109744855411,0.0338734882758279,0.1345475184529611,4.307569381853418e-05,1.2081159365729531e-06
R17,1477,0.8,0.4,5,1572,-0.02929704281365582,0.03462094983019518,0.11402819360540375,0.6272735975632834,0.04670041041978046,0.14254602400082145,1.2773726292547186e-05,2.20079991422422e-06
R18,1159,0.8,0.2,7,1572,-0.02055455889091556,0.011325641141546933,0.12002464658472106,1.3824155637508289,0.024889043288118768,0.1286537443245724,4.0058565883922825e-05,8.007958806655607e-07
R19,922,0.7,0.4,5,1572,-0.023098225582025022,0.012081840376651127,0.1221922464731428,0.8110533480868085,0.034603953240132164,0.142406559918054,5.250345995020662e-05,1.5147194189681815e-06
R20,437,0.6,0.4,4,1572,-0.017967238585045453,0.01659784524819834,0.10906704483347779,0.9578823316496998,0.03175705975508043,0.12294588595697051,2.9649845426788797e-05,8.433648207197808e-07
R21,1253,0.8,0.3,1,1572,-0.01480762852670351,0.01205187593685927,0.11086735805054092,1.2018295106220012,0.027160887939767002,0.11773500681247312,3.2609762054318485e-05,5.602967972035057e-07
R22,185,0.6,0.2,10,1572,-0.022327655621088877,0.01209500606900857,0.12152001740684759,0.7328060284303409,0.0363908233605117,0.14184901685774293,5.2373364959502826e-05,1.557875578980522e-06
R23,1476,0.8,0.4,5,1572,-0.02196522830454305,0.012545306919036017,0.12034086120516481,0.6741504268511761,0.03779102584564378,0.14087977689848308,5.044536098428895e-05,1.5844065262984815e-06
R24,556,0.7,0.2,1,1572,-0.039784850970856364,0.012070389028291245,0.14122189178539593,1.218742111055505,0.026933165950995028,0.17028201384353922,7.225922609043645e-05,3.091404384741716e-06
R25,1083,0.8,0.2,2,1572,-0.021499607250623234,0.012105250953586284,0.11709278883154964,0.745058011215244,0.03501278999909006,0.13655375578938042,4.616329144529013e-05,1.3325502865810062e-06
