Rep,ADANIENT.NS,ADANIPORTS.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HDFCBANK.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,RELIANCE.NS,SBIN.NS,TATASTEEL.NS,TCS.NS
G1,0.21713228353886538,0.2315602701972142,0.0,0.23148092570395784,0.15078309445995675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16904342610000578,0.0,0.0,0.0
G2,0.22432086778447252,0.0,0.226369877684932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2148729525363935,0.19058024076542313,0.0,0.14385606122877886,0.0
G3,0.0,0.0,0.13903614728934052,0.0,0.0,0.0,0.0,0.0,0.2946044397018161,0.0,0.20917162798761318,0.0,0.0,0.0,0.0,0.0,0.1082477223558414,0.24894006266538873
G4,0.21740881842887372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605655411065912,0.0,0.0,0.0,0.14490749348684123,0.0,0.0,0.16611108344730444,0.21100706353038945
G5,0.2605414128177489,0.1919947671512459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21084217539221084,0.0,0.0,0.0,0.17442163117306522,0.16220001346572915,0.0,0.0
G6,0.0,0.0,0.0,0.0,0.0,0.16004425055812785,0.0,0.0,0.1385862808653317,0.0,0.0,0.0,0.0,0.0,0.2603380563561724,0.0,0.16911179632725398,0.27191961589311414
G7,0.0,0.0,0.0,0.0,0.0,0.1577539337942127,0.0,0.0,0.15376358618880126,0.0,0.0,0.0,0.0,0.0,0.2554922568902385,0.0,0.16656202867289022,0.26642819445385724
G8,0.21021673828065812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15592772254155265,0.0,0.25504653733738664,0.272796982223851,0.0,0.0,0.10601201961655154,0.0,0.0
G9,0.14069959070742769,0.2591433697064504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888144993788995,0.0,0.0,0.0,0.0,0.20340344451848943,0.0,0.0,0.10793909568873299
G10,0.23884504101266757,0.1366354021899398,0.0,0.0,0.0,0.17301795962525474,0.0,0.0,0.18939180614766904,0.0,0.0,0.2621097910244688,0.0,0.0,0.0,0.0,0.0,0.0
G11,0.23450365878137536,0.14260272973755644,0.0,0.25713256160731046,0.0,0.17715696156889138,0.0,0.0,0.18860408830486636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
